PID,SalePrice
905478030,133388.24784682106
527210050,374093.8914921496
535382020,110957.5697131234
528110070,320299.3442100477
902303100,148456.202956663
903456090,101117.4406864565
528186080,295183.624968336
909275310,229179.7919308663
908128100,191100.9278670095
908102140,120549.36420945339
531385060,178189.9065420885
902103100,138427.07916286684
528106010,401657.81802914094
534430080,129422.19415018201
533252130,204635.58940270127
528458160,297244.3691812669
902300110,95293.72529417579
528228275,177909.6606353899
907130060,169991.41426429947
905105190,135313.12902079296
908225240,102885.3440440544
528480060,271617.23315769114
526355170,242907.32050299388
902105010,89875.66089248669
903225160,129972.69277555043
924151050,216448.7565927833
535456010,136111.15516937917
907130110,176391.61673792737
909451040,117818.28073613335
535126140,195575.57580678887
533253050,161775.9468295109
905480240,99359.42363268975
905479110,106445.0391745171
903233140,133866.00132016715
909254070,184709.3127158527
907250020,254436.58778653358
908102260,132564.29599363322
527403360,123246.11682483846
906225210,158981.11905798223
527359010,152661.61002767712
905100030,130992.04882756584
909250030,114476.79358879877
908225320,126742.607209559
905201030,82358.20391766098
914474020,226403.10090917093
532479020,147207.8942289694
528228575,222757.03803752922
527107240,171303.3311923412
533253210,176698.4983087586
527127150,229286.04566641824
531450120,195339.65154033262
905427050,158839.27899755386
527258010,291493.29352151375
906476140,162578.5077748603
533236090,333059.0906749542
908103090,106741.35456261018
908250090,100788.84167816829
528181010,218020.7688668839
907227090,144304.81012691365
527302185,227758.46526332843
535426150,155579.6529370277
909254100,168177.67907507994
531382120,186989.89376978614
921201060,278997.64398309216
528180140,321017.5780758234
905402090,158441.13541428393
902207120,75871.3458519518
902134100,80747.93858790713
908178050,213133.14724309838
535451210,110042.5197457012
528114050,318181.09056812926
907203010,140069.49434152374
534151175,218132.27638625025
908228040,114336.74990543915
902110080,152197.54690516292
923277040,143810.6810007125
908204160,87503.03843778497
905402110,115999.73109330852
905102060,123993.96728287968
902402010,140666.99118158105
527107130,204577.78489274168
909251030,147930.00198604786
903225040,128100.19639541072
902405120,122932.91588422071
534201280,132446.79892390364
527451290,96281.20135716311
905451390,151830.717518675
528456200,229925.29860495072
902110130,94735.2386704093
528112010,268865.1001863225
905226130,145102.78706617953
905108120,148132.30811405074
532353120,126068.4340731895
528120030,318325.8248036193
527450110,103427.34967041212
533244040,302447.1572605369
910205120,105884.7383968124
535452100,131533.85262322793
528106050,404260.8205865369
909100170,92338.39909468374
531453040,181409.59015181573
535304060,121791.46518928993
528431120,260403.22516211445
904100170,144829.6485285118
528218090,187141.7797381119
527131110,267990.0629019191
533208010,196172.29418363297
906226080,126934.09121084795
535152200,126260.8801081197
528231020,195201.27973707754
911128010,102530.16104824744
527455250,132172.25725298963
535403150,151347.62293083785
533251110,293876.8070599199
535457010,173255.17367143233
528110040,419659.29146891844
923252080,121695.28398041581
909101010,126855.9893381735
535177110,170996.76129393445
528354050,272581.50090042566
528235000,194766.97870521966
909252150,166627.10963517384
909275110,221576.29218675182
534427040,153991.56220287405
535151080,152544.36318934354
923226320,93191.43745088801
535450210,151050.56125887958
905403050,91289.74309119632
535382150,94070.39789564075
535176070,150590.51990806946
905103140,142603.41229842236
534201260,154107.22649219888
531451110,131843.13986932876
528348010,297562.6909626808
527212050,372985.69414896023
532377130,137386.19375109865
535325320,118090.0463810847
535383110,95758.08179281508
531450030,192676.53745945095
903401020,167858.40571191555
531363050,159430.2741923008
528358030,339315.8578022658
528456230,211087.5653925504
903227140,125543.62024432875
909179020,210999.11532638487
905202090,125730.69069316986
535453040,123210.04281964822
535302130,132618.78550048626
528480040,259211.61406612553
905104180,133351.9932645824
534451050,120257.86241934929
531452010,134152.63854308188
923228220,93915.0775791955
903233100,127749.72725385695
906392080,197598.65195728242
903232090,139330.73943923638
903426200,144395.5317509804
903451110,123309.73618766089
909250150,172478.36784445078
527180040,181416.42786278372
909253080,202010.21497802928
534431130,120237.36137602736
921205070,304715.0135741775
527105060,171150.75982994185
528290140,181867.01186173406
527451110,116580.68499778307
903201080,170590.23150502224
921128050,313409.0346410644
905101330,119164.267566244
909250200,143645.28212476906
916403020,212614.37398523782
535151020,143773.95458823425
908152290,142567.36318020834
535355100,118326.22012155145
923400125,141680.29172657893
903227020,127849.61995420845
528322020,323155.6841265018
909451140,127354.10326719584
909451020,118145.3887476187
908225290,119840.79102740396
532377100,126353.50630251275
534129380,142354.95679730905
902304040,134875.06599496133
534276180,124984.19185965297
528222040,194010.31531127184
528176070,312758.00460440095
902400110,437987.7737522375
903233030,115606.71833996662
531367050,219315.682682382
907227300,135418.19816614862
923226290,86499.78538095296
906340080,300137.8228922187
533206050,196602.90632945494
535304170,142607.50538014993
528315060,306531.12435856665
923276030,139999.7293154776
907270050,264392.7500567299
902109080,109418.60851034686
904100030,132314.99324462714
528439050,243137.27859934195
534401110,127273.71037909982
908275040,127650.96115431127
902300040,131401.75801713538
527302020,236051.52785960076
534477110,173821.3253828541
527325090,198768.95690879648
902106130,106608.99617782443
528164040,333788.7329918466
906203140,215875.08270657941
535375040,91948.28915188856
527455060,138126.54358936424
535451250,141126.36976781554
907131190,205649.6170907794
923425030,134925.06565348708
911204090,94300.77901519586
907290160,140963.70181167414
909451100,139028.3917688559
534426040,138017.32676974722
916386180,212311.44935149897
907405030,204009.51610028165
903226060,157731.62047753477
528315070,268646.28746324923
527210030,439605.7953230302
533212050,159315.60895823463
528228460,171297.05853256624
535105060,180098.982354896
906392070,195528.04443685643
914476130,160435.6409806317
908275180,129115.98360566734
533236040,184754.30129795047
533254110,296974.1724323834
534455030,155025.17265899273
528321010,334563.7880768836
528435060,252709.57588104127
535403200,135391.27560548036
528110020,488412.5222125491
907194130,215115.94462321184
528186190,242047.76361336594
902206040,117279.50173654173
921128020,313721.54757234873
533250110,206191.06282112858
534479300,123503.01069926943
534225120,139912.63292602665
903425245,157970.36377852393
533130170,368150.6775947788
909100080,116198.18781179462
923230180,137134.4260927899
533223020,168141.6027147086
905106170,123885.15983100228
907202220,141996.80819412484
907251100,248132.89698968065
527163010,174615.56408840782
526353030,226785.49666906398
903425420,119447.52418818571
528108070,340230.0491279269
903401030,131987.73794128944
531375110,146419.76688319843
904301410,107611.80179442298
902204120,125247.2915098501
904302020,100261.49548907217
902202090,124123.30330895916
528344020,320903.352994963
908103260,126219.91510652394
909251170,152383.73974182407
911370450,264836.519683869
903456110,200811.22179667704
908276230,107444.15520559899
535105160,124483.66519490321
902207130,58428.86514217938
923228230,85525.48743912799
903457040,145663.17159135226
908102130,119568.36498352626
535151040,137527.27380342633
921126010,261983.00086835754
534276010,116898.90316655315
534204030,135221.44002928934
911104060,73671.81564815258
903450110,79334.20035711309
527328050,162055.0692939869
910206010,57527.82588938089
527451400,102565.48387597251
907290090,214738.68633318297
531363030,174283.45747157434
528218080,190633.42801531235
527451200,109590.54587485218
903427120,133742.75598464478
534431020,129102.44909545328
535153140,176906.97648495546
534403290,212375.22301763706
534479120,124800.04421603828
907135040,145635.81838276828
533350050,295329.63632603607
535451110,130134.42253805073
533213070,169577.7965031577
916384100,242808.60422230605
535126040,188800.9210213389
909282060,200080.84813915918
528427100,247478.86268618284
534430090,127133.0310590808
528348030,275731.80236735725
923228390,71626.62061765054
908186050,139603.81312960398
531452100,150265.93452893675
902207150,105520.03858930222
528120160,310180.28540967975
535354130,143468.82884158866
533208090,200129.55680602594
535381060,81359.34256082072
527452190,147112.29758434682
903233120,119176.32573814405
905109130,250485.82922988257
909281030,153663.76090058088
910203250,67459.59265368621
528294010,178830.1860142811
528172020,286168.25880626775
535380010,141202.6696831237
916382010,218259.67034076425
532479140,159778.96814692425
905452040,151472.33189456345
534475185,150030.24436928832
534178010,125524.2613095456
527212040,352264.92914929346
909175030,146331.65443285057
531479030,121557.59657793099
902100130,82131.46267140299
909101070,64220.4867366315
902109130,99806.3137652621
528365070,292076.34795358306
534276360,120790.50204323186
527180100,190067.57750043322
527455100,132775.95496832466
902301130,104002.33645371883
532378120,119186.90116184008
903455140,118351.78593763824
910201050,128061.66720530295
923400040,164844.85245910467
914476430,160725.21273170033
533206070,229353.19185846476
909451130,118879.93349675284
903226150,114083.98705141952
534400050,177028.47245160665
908102160,120149.7774016091
533236050,199104.04013634063
528488140,206044.80959796996
906380010,199294.40534484442
903454090,132621.52913657733
535450310,176492.3146761915
531371070,180916.9330925173
531477050,97435.420355464
905103180,145602.55879174586
902402130,104981.3818775196
531452260,182471.1222304204
527376110,194553.68350660946
909250220,119967.18485339405
527427160,161411.9413347244
907202050,170677.96474882992
531379050,219466.27455512155
528240030,195534.6051176001
903430090,145895.47366059056
534127080,207953.99463869815
907265100,228226.53082260772
527405130,114785.76258679884
532351050,125989.32089546397
535305030,121288.55723492173
535450190,121672.84066526969
527355280,187174.04896568513
906380190,192786.86771383797
907203090,137287.00649306085
908203100,103003.07799932746
905200260,163127.08415952028
906475170,241341.1864003032
909201110,122066.81941520156
534126090,201776.9754023121
907200190,137302.41195460502
534430050,136106.90311001282
909201180,122171.98022365227
528108130,355130.24240677553
909276200,152124.7976345722
916402015,190692.89450714836
904100190,116743.18262228255
532353130,133195.72096483308
527145090,232596.5659934008
535375130,107838.89071207543
533254100,232142.84227352773
528142110,337226.7470237262
528235200,194149.9988054272
923202015,178103.372627843
905451340,97419.3236244676
528218100,186582.36155042364
528240130,201624.90244059957
911370540,264441.7975028804
909175050,178937.0585500424
907410040,211674.5171065561
528108010,278911.98851486814
531376030,198160.71823138784
905453080,198724.03000588316
906226120,152545.1215438584
908154080,345846.1763735736
534451120,100724.79175941978
535478090,123121.81549673523
903206170,147201.49468029905
902406030,113034.67672453093
907414040,200209.49490732566
911102170,76857.89417887165
923225360,85144.9122858343
902106040,151205.94566617187
534477090,150532.42086283068
906378150,291342.6866690868
535325460,185994.64952496885
534275220,118611.92454659623
535353140,91615.19601725235
907412020,209243.46881200458
528358040,284436.8523229793
906380200,194617.39492329868
903231080,107924.8972676221
907275080,235326.408540033
533212110,161248.72531481087
904301110,99871.330083221
531363040,175235.93816474962
535104120,190043.8444516722
527427110,149407.87245430588
527354050,162579.78378161634
907420060,196122.81633530246
905101300,112669.46277816957
528435050,258205.8786075293
903234160,105264.5315736121
534177230,218168.1465633279
923228270,85253.08348383236
535427070,242348.21330159676
527455050,149036.05893060061
535155110,133667.26779678802
923226270,93110.39478334824
909251090,226147.3664283649
535304100,139221.5890558031
916380070,280526.2859634689
534201230,127441.67272777799
535179160,117301.51633491018
531451020,170570.5678501356
528344060,305554.4523707245
535402220,189792.2171939284
903226160,131823.02233338635
902107050,109331.72599654461
905480030,122565.95104315033
527183060,221830.64263312097
909252110,174203.5651863011
902111010,106600.34899798599
535404080,124991.47635992226
908188140,143050.3057326617
907285010,220968.35727507944
905352030,220947.41799803314
535175050,171701.19871976218
906425045,146281.33372457858
535152060,129185.31603963938
903204040,138673.425242161
903458020,94496.6808666642
923204040,127505.33821261249
903236200,106747.59931006574
535457020,139844.51989827718
527451380,120324.68551845735
531375140,142698.43304378743
528174060,181808.08876386087
903400180,172153.37375045003
903227150,131695.0549561263
909250070,159851.94788016393
909425180,198731.5203825207
